aX,aY,aZ,gX,gY,gZ
-1.111,0.605,0.525,-129.883,95.215,113.953
-1.123,0.329,0.545,-133.545,87.952,129.822
-1.136,0.069,0.580,-133.728,81.909,143.616
-1.163,-0.203,0.644,-132.080,75.378,153.442
-1.261,-0.505,0.738,-130.066,67.200,159.912
-1.401,-0.861,0.857,-127.563,57.312,164.795
-1.518,-1.281,0.960,-121.948,45.288,164.673
-1.586,-1.668,1.054,-112.061,27.893,154.175
-1.635,-1.922,1.085,-101.318,5.066,130.310
-1.756,-1.811,1.016,-92.163,-16.663,97.961
-1.655,-1.757,0.910,-81.909,-39.185,80.811
-1.580,-1.625,0.778,-72.815,-57.007,58.655
-1.462,-1.482,0.684,-65.125,-70.862,49.377
-1.410,-1.382,0.585,-56.763,-77.026,45.349
-1.305,-1.292,0.463,-49.011,-73.181,44.250
-1.210,-1.247,0.359,-42.725,-66.589,44.983
-1.059,-1.347,0.271,-37.109,-61.584,46.875
-0.924,-1.424,0.216,-28.198,-59.875,46.082
-0.881,-1.385,0.189,-14.648,-58.899,40.771
-0.861,-1.369,0.120,-1.587,-54.504,30.457
-0.889,-1.252,0.061,2.075,-48.218,15.137
-0.793,-1.140,-0.035,4.395,-34.790,12.390
-0.774,-1.075,-0.043,5.676,-32.654,8.850
-0.795,-0.999,-0.013,10.864,-32.104,4.517
-0.730,-0.915,0.019,18.677,-25.208,0.977
-0.767,-0.823,0.031,24.902,-22.583,-6.165
-0.773,-0.718,0.026,25.879,-14.709,-18.127
-0.758,-0.593,-0.003,23.315,-4.211,-28.564
-0.748,-0.469,-0.023,18.677,2.563,-35.522
-0.745,-0.364,-0.016,12.817,5.066,-39.185
-0.752,-0.301,0.006,7.141,6.226,-39.978
-0.753,-0.252,0.027,3.723,10.132,-39.490
-0.762,-0.215,0.042,2.930,13.428,-38.452
-0.787,-0.179,0.058,3.723,14.465,-36.072
-0.804,-0.138,0.078,4.578,15.747,-31.982
-0.822,-0.110,0.096,4.761,18.494,-27.527
-0.836,-0.098,0.135,4.333,20.569,-22.888
-0.851,-0.099,0.172,4.822,20.874,-17.822
-0.854,-0.110,0.189,6.348,19.775,-12.329
-0.859,-0.123,0.196,7.996,16.846,-7.690
-0.863,-0.129,0.198,8.179,13.672,-4.517
-0.876,-0.141,0.197,6.226,11.963,-2.747
-0.896,-0.149,0.196,3.357,12.024,-1.282
-0.924,-0.171,0.197,0.977,12.817,0.000
-0.941,-0.203,0.203,-0.793,13.916,1.404
-0.961,-0.231,0.208,-1.709,15.198,2.991
-0.980,-0.261,0.218,-2.441,15.747,4.150

-1.103,1.430,0.332,14.160,173.645,-15.564
-1.281,1.367,0.528,23.132,169.983,14.465
-1.457,1.243,0.707,25.879,163.757,38.391
-1.599,1.071,0.868,21.729,151.611,53.345
-1.710,0.960,0.964,9.338,134.827,59.570
-1.820,0.882,1.045,-11.353,118.164,57.251
-1.872,0.865,1.078,-36.499,109.558,50.598
-1.944,0.852,1.121,-61.829,97.595,46.021
-2.028,0.779,1.126,-84.656,85.999,48.401
-2.091,0.607,1.116,-102.417,73.364,57.007
-2.097,0.367,1.089,-113.953,59.082,67.993
-2.058,0.109,1.057,-118.042,43.274,76.904
-2.014,-0.054,1.012,-115.051,24.536,80.872
-1.970,-0.101,0.980,-107.910,3.235,81.299
-1.880,-0.111,0.932,-102.966,-15.686,82.886
-1.784,-0.142,0.885,-103.271,-31.067,86.548
-1.692,-0.278,0.810,-104.736,-43.518,92.896
-1.599,-0.502,0.728,-106.445,-53.650,102.112
-1.488,-0.775,0.604,-104.858,-61.829,111.694
-1.359,-1.047,0.481,-98.816,-69.641,117.981
-1.240,-1.278,0.360,-91.309,-75.317,117.981
-1.112,-1.461,0.257,-86.304,-77.271,112.305
-0.975,-1.597,0.166,-83.679,-76.050,101.318
-0.878,-1.678,0.079,-81.787,-74.463,86.365
-0.805,-1.745,-0.006,-79.956,-71.899,71.289
-0.770,-1.832,-0.083,-76.477,-68.909,58.655
-0.715,-1.963,-0.177,-68.726,-65.430,49.500
-0.642,-2.094,-0.259,-55.481,-63.721,41.748
-0.576,-2.205,-0.322,-38.391,-62.317,32.288
-0.513,-2.251,-0.355,-19.531,-59.753,20.813
-0.469,-2.220,-0.375,-0.244,-57.617,7.996
-0.426,-2.156,-0.408,18.311,-55.359,-4.211
-0.367,-2.085,-0.441,33.386,-52.368,-15.930
-0.286,-1.996,-0.472,46.143,-47.974,-27.344
-0.183,-1.894,-0.497,58.105,-42.542,-38.696
-0.104,-1.754,-0.506,69.763,-36.194,-49.500
-0.065,-1.595,-0.508,79.285,-27.283,-59.326
-0.026,-1.449,-0.497,86.365,-16.235,-66.895
0.006,-1.290,-0.482,91.431,-4.333,-70.801
0.017,-1.169,-0.418,98.755,6.775,-72.937
0.020,-1.048,-0.348,107.056,18.494,-73.059
0.015,-0.940,-0.272,114.563,29.602,-73.364
0.000,-0.822,-0.192,119.385,38.452,-76.111
-0.024,-0.692,-0.107,120.300,45.715,-80.200
-0.044,-0.560,-0.030,117.981,52.002,-85.815
-0.081,-0.415,0.034,115.173,58.289,-91.858
-0.158,-0.224,0.095,114.807,64.758,-96.924
-0.262,-0.025,0.099,116.699,70.984,-98.755
-0.329,0.157,0.107,119.080,73.730,-96.924
-0.350,0.341,0.141,119.934,76.477,-92.224
-0.389,0.505,0.211,115.845,81.543,-87.402
-0.401,0.631,0.267,103.638,88.684,-82.336
-0.365,0.706,0.342,86.975,95.642,-79.102
-0.356,0.795,0.434,68.542,100.098,-77.698
-0.410,0.942,0.483,51.514,104.370,-77.820
-0.568,1.150,0.506,38.635,105.713,-78.430
-0.750,1.380,0.483,28.442,103.027,-74.463
-0.885,1.544,0.464,19.287,96.008,-62.500
-0.962,1.614,0.452,10.742,89.233,-41.504
-0.995,1.582,0.492,2.502,86.609,-15.564
-1.037,1.485,0.581,-6.409,87.341,10.620
-1.092,1.372,0.627,-14.587,88.318,33.142
-1.144,1.276,0.645,-23.132,86.914,47.058
-1.232,1.228,0.646,-35.034,83.435,54.993
-1.299,1.207,0.637,-50.171,82.764,59.265
-1.361,1.212,0.642,-66.528,80.505,62.622
-1.423,1.197,0.637,-80.688,75.989,69.885
-1.493,1.137,0.645,-91.736,68.481,81.970
-1.444,0.948,0.609,-99.976,58.411,99.487
-1.513,0.686,0.531,-108.032,44.312,116.760
-1.392,0.335,0.468,-115.784,31.250,134.460
-1.312,-0.012,0.445,-118.774,21.423,145.508
-1.287,-0.310,0.434,-116.699,15.808,147.583
-1.313,-0.465,0.453,-112.610,11.108,143.799
-1.292,-0.530,0.468,-108.276,4.883,136.841
-1.240,-0.556,0.503,-104.187,-4.150,131.653
-1.207,-0.613,0.562,-103.210,-15.442,128.113
-1.242,-0.707,0.585,-105.591,-23.132,126.953
-1.243,-0.940,0.577,-105.896,-27.954,132.996
-1.214,-1.237,0.563,-100.952,-32.227,134.460
-1.145,-1.476,0.562,-92.224,-36.072,129.944
-1.116,-1.612,0.555,-82.214,-40.405,117.126
-1.067,-1.694,0.540,-75.928,-43.396,98.145
-0.988,-1.706,0.498,-71.716,-43.762,75.684
-0.928,-1.621,0.449,-68.054,-43.579,53.345
-0.870,-1.498,0.392,-63.232,-42.175,35.034
-0.801,-1.386,0.334,-56.763,-42.236,21.973
-0.729,-1.289,0.287,-48.706,-45.044,14.648
-0.652,-1.215,0.238,-39.917,-49.011,11.353
-0.565,-1.141,0.190,-31.555,-52.490,10.864
-0.664,-1.134,0.113,-24.231,-54.626,3.601
-0.607,-1.062,0.058,-20.081,-54.199,0.977
-0.557,-1.027,-0.019,-12.451,-50.903,5.676
-0.603,-1.011,-0.025,-3.784,-52.002,5.981
-0.587,-0.992,-0.005,6.653,-49.072,8.118
-0.603,-0.966,0.016,18.127,-44.250,9.399
-0.644,-0.928,0.046,26.733,-39.734,6.287
-0.664,-0.868,0.042,30.884,-29.541,-0.610
-0.684,-0.785,0.033,31.372,-20.691,-8.301
-0.704,-0.708,0.019,28.809,-15.442,-15.625
-0.726,-0.611,0.023,22.644,-11.597,-21.667
-0.740,-0.542,0.013,15.564,-7.812,-26.306
-0.757,-0.487,0.009,8.362,-2.747,-29.724
-0.769,-0.438,0.010,2.075,2.441,-32.104
-0.788,-0.398,0.026,-3.113,8.118,-33.569
-0.811,-0.363,0.048,-6.226,14.343,-33.691
-0.838,-0.342,0.068,-5.981,19.470,-32.227
-0.862,-0.328,0.089,-2.808,22.644,-29.663
-0.887,-0.309,0.097,3.357,24.536,-26.489
-0.909,-0.281,0.097,11.475,24.597,-22.827
-0.931,-0.248,0.106,17.944,23.804,-18.433
-0.953,-0.230,0.121,20.264,22.827,-13.550
-0.969,-0.245,0.135,18.799,21.423,-9.583
-0.976,-0.267,0.158,14.404,20.874,-6.592
-0.972,-0.297,0.187,8.667,22.095,-4.700
-0.981,-0.328,0.221,3.540,23.132,-4.272
-0.993,-0.357,0.241,-0.977,23.254,-5.371
-0.992,-0.378,0.257,-4.883,23.010,-7.385
-0.989,-0.399,0.270,-7.019,21.851,-9.644

-0.647,-1.443,-0.494,30.579,-8.240,-11.292
-0.559,-1.470,-0.509,32.898,-7.141,-20.325
-0.469,-1.458,-0.516,36.255,-5.798,-30.518
-0.373,-1.421,-0.513,42.908,-5.432,-40.283
-0.299,-1.358,-0.498,51.880,-6.653,-48.340
-0.230,-1.234,-0.481,62.561,-8.484,-53.711
-0.149,-1.154,-0.491,73.730,-9.827,-57.373
-0.078,-1.030,-0.500,80.627,-13.245,-60.364
0.002,-0.926,-0.490,83.069,-14.526,-63.904
0.076,-0.822,-0.505,80.811,-12.512,-69.153
0.135,-0.716,-0.506,77.881,-8.179,-73.730
0.195,-0.616,-0.520,77.576,-0.916,-75.928
0.250,-0.534,-0.529,80.811,7.690,-74.707
0.280,-0.432,-0.516,86.060,17.212,-70.740
0.282,-0.353,-0.498,91.431,28.137,-65.552
0.276,-0.309,-0.501,93.689,37.537,-61.035
0.270,-0.247,-0.527,92.896,41.626,-59.509
0.268,-0.168,-0.554,91.919,44.312,-60.547
0.271,-0.064,-0.608,92.712,48.523,-61.768
0.282,0.060,-0.675,95.337,54.382,-62.500
0.267,0.267,-0.731,96.863,60.425,-64.331
0.259,0.452,-0.811,93.872,70.618,-67.017
0.250,0.655,-0.875,84.839,82.397,-66.772
0.228,0.833,-0.899,70.251,96.680,-64.026
0.175,0.946,-0.829,54.565,110.779,-60.303
0.062,1.015,-0.740,35.339,126.282,-55.054
-0.079,1.132,-0.639,14.771,144.043,-52.429
-0.280,1.268,-0.473,-4.211,161.682,-52.795
-0.495,1.444,-0.212,-20.630,178.223,-49.255
-0.730,1.623,0.024,-29.724,190.918,-36.194
-0.953,1.691,0.284,-29.236,195.923,-10.315
-1.126,1.637,0.575,-25.085,194.641,26.306
-1.273,1.461,0.851,-22.644,192.078,64.758
-1.494,1.244,1.081,-24.414,183.777,93.445
-1.751,0.996,1.282,-31.128,169.128,108.459
-1.925,0.731,1.411,-42.664,156.494,113.953
-2.108,0.514,1.472,-56.824,138.977,113.831
-2.217,0.316,1.523,-71.533,114.990,109.009
-2.269,0.161,1.570,-84.412,88.135,103.333
-2.284,0.025,1.543,-92.957,64.270,99.670
-2.292,-0.173,1.453,-99.792,37.598,100.464
-2.226,-0.439,1.314,-106.140,10.559,103.271
-2.115,-0.729,1.154,-111.389,-14.099,105.225
-1.997,-0.990,0.984,-114.380,-35.950,102.905
-1.845,-1.171,0.818,-114.868,-56.274,94.910
-1.693,-1.262,0.688,-114.868,-76.477,83.008
-1.522,-1.251,0.607,-115.234,-86.060,69.031
-1.361,-1.251,0.553,-114.380,-91.492,59.570
-1.239,-1.254,0.454,-110.779,-92.896,52.673
-1.125,-1.312,0.286,-104.675,-87.036,48.584
-0.976,-1.463,0.105,-98.572,-80.627,47.546
-0.837,-1.661,-0.045,-92.224,-79.590,48.767
-0.728,-1.873,-0.149,-83.557,-79.102,48.462
-0.658,-2.041,-0.232,-71.289,-75.256,44.861
-0.617,-2.175,-0.298,-57.373,-74.524,39.001
-0.571,-2.240,-0.354,-43.823,-74.402,29.480
-0.510,-2.230,-0.408,-31.128,-72.876,16.602
-0.449,-2.182,-0.463,-19.043,-67.383,2.869
-0.374,-2.127,-0.503,-7.324,-59.509,-8.728
-0.282,-2.071,-0.527,4.944,-50.232,-19.287
-0.219,-2.004,-0.550,17.944,-39.551,-29.968
-0.154,-1.922,-0.567,29.968,-28.442,-39.124
-0.107,-1.827,-0.557,40.100,-21.484,-46.631
-0.068,-1.741,-0.529,49.500,-16.663,-52.612
-0.045,-1.661,-0.491,58.105,-12.085,-57.312
-0.015,-1.596,-0.450,67.261,-7.324,-61.401
0.006,-1.519,-0.400,78.247,-2.441,-65.430
0.013,-1.419,-0.360,90.576,2.869,-69.702
0.011,-1.290,-0.324,104.004,8.911,-74.646
0.012,-1.143,-0.284,115.906,14.526,-79.041
0.005,-0.999,-0.252,124.329,20.752,-83.130
-0.005,-0.844,-0.228,127.625,27.527,-88.379
-0.022,-0.697,-0.191,125.061,33.691,-96.069
-0.011,-0.566,-0.135,118.713,41.077,-103.516
-0.020,-0.404,-0.099,114.136,49.622,-110.291
-0.062,-0.154,-0.051,115.601,55.115,-119.080
-0.123,0.145,0.002,116.882,61.035,-127.136
-0.186,0.470,0.042,115.845,66.528,-130.493
-0.239,0.773,0.086,112.061,71.045,-125.854
-0.272,0.992,0.130,103.882,75.562,-112.244
-0.280,1.075,0.214,91.003,81.055,-92.224
-0.294,1.047,0.312,73.914,88.623,-69.824
-0.373,0.985,0.355,55.298,96.924,-51.086
-0.486,0.977,0.374,39.490,102.478,-41.016
-0.573,1.052,0.395,29.114,101.807,-37.964
-0.700,1.226,0.472,23.071,97.534,-37.292
-0.839,1.455,0.521,15.259,95.398,-33.020
-0.899,1.636,0.551,3.723,95.032,-23.926
-0.893,1.716,0.579,-10.742,92.041,-8.850
-0.856,1.675,0.583,-26.001,91.309,10.986
-0.871,1.549,0.586,-40.833,93.872,32.410
-0.940,1.408,0.597,-57.068,96.375,49.133
-1.108,1.314,0.591,-73.608,97.839,59.021
-1.265,1.252,0.611,-87.891,101.563,68.298
-1.343,1.099,0.618,-97.473,99.487,83.435
-1.429,0.944,0.681,-101.746,87.341,99.670
-1.352,0.715,0.743,-102.722,73.792,118.591
-1.437,0.516,0.803,-104.248,59.753,131.104
-1.465,0.233,0.835,-108.276,47.302,144.165
-1.534,-0.103,0.847,-115.540,34.180,153.320
-1.539,-0.476,0.837,-121.948,22.095,158.752
-1.523,-0.840,0.803,-123.413,7.812,159.729
-1.500,-1.143,0.778,-119.385,-8.911,153.320
-1.459,-1.325,0.747,-114.075,-28.564,138.977
-1.508,-1.245,0.726,-112.732,-46.021,119.934
-1.369,-1.274,0.648,-108.398,-59.082,114.258
-1.267,-1.177,0.527,-102.173,-64.575,101.563
-1.201,-1.135,0.470,-95.093,-76.416,98.328
-1.145,-1.172,0.378,-86.792,-76.111,97.656
-1.074,-1.309,0.271,-78.674,-65.125,96.619
-1.018,-1.438,0.178,-69.885,-54.077,90.759
-0.872,-1.618,0.072,-60.181,-51.270,81.787
-0.936,-1.715,0.022,-54.260,-51.514,62.317
-0.862,-1.720,-0.085,-48.157,-42.114,45.715
-0.811,-1.668,-0.174,-41.077,-41.504,31.372
-0.816,-1.568,-0.169,-37.231,-46.692,16.541
-0.793,-1.488,-0.123,-34.424,-44.556,1.953
-0.742,-1.380,-0.107,-30.273,-38.757,-8.484
-0.720,-1.304,-0.025,-23.132,-35.645,-17.944
