aX,aY,aZ,gX,gY,gZ
-0.602,0.202,0.151,16.663,-108.582,-30.823
-0.575,0.204,0.114,16.663,-106.445,-21.729
-0.542,0.184,0.088,17.456,-102.966,-11.108
-0.518,0.147,0.077,17.822,-97.778,-1.465
-0.518,0.093,0.064,17.151,-92.041,7.324
-0.507,0.039,0.042,15.564,-86.670,13.611
-0.490,0.001,0.021,12.390,-82.703,17.029
-0.484,-0.026,-0.005,7.935,-80.566,17.761
-0.494,-0.042,-0.048,1.160,-79.712,15.869
-0.478,-0.051,-0.096,-7.996,-78.491,12.146
-0.450,-0.057,-0.139,-18.250,-77.942,8.667
-0.432,-0.062,-0.164,-27.710,-76.904,7.080
-0.398,-0.078,-0.181,-34.912,-72.449,7.935
-0.367,-0.096,-0.195,-39.978,-65.979,10.681
-0.352,-0.117,-0.200,-42.786,-59.692,14.526
-0.339,-0.138,-0.198,-42.969,-54.260,20.142
-0.331,-0.155,-0.204,-42.358,-49.194,26.123
-0.323,-0.180,-0.216,-41.992,-45.471,31.067
-0.313,-0.210,-0.239,-41.748,-43.396,35.889
-0.300,-0.239,-0.249,-41.443,-41.870,40.833
-0.313,-0.261,-0.266,-41.321,-38.818,45.715
-0.316,-0.278,-0.275,-41.504,-34.851,52.063
-0.325,-0.316,-0.262,-41.565,-29.846,59.082
-0.315,-0.357,-0.249,-42.786,-23.926,66.956
-0.307,-0.397,-0.239,-43.396,-18.250,75.134
-0.299,-0.442,-0.241,-42.847,-13.367,83.862
-0.301,-0.497,-0.254,-41.199,-8.362,91.980
-0.305,-0.541,-0.265,-39.856,-3.540,98.022
-0.302,-0.568,-0.284,-38.818,0.732,102.844
-0.298,-0.588,-0.282,-38.269,4.578,106.384
-0.327,-0.608,-0.266,-38.269,9.644,110.046
-0.341,-0.655,-0.223,-36.133,17.456,118.408
-0.353,-0.723,-0.173,-28.259,26.672,131.226
-0.345,-0.804,-0.117,-13.916,35.522,147.400
-0.339,-0.894,-0.079,4.517,43.152,164.612
-0.363,-1.010,-0.045,22.400,47.241,181.152
-0.374,-1.182,0.022,35.950,47.180,195.007
-0.435,-1.408,0.112,44.739,41.931,202.271
-0.446,-1.655,0.156,49.805,35.156,198.853
-0.446,-1.881,0.176,47.729,27.466,182.678
-0.464,-2.025,0.197,38.452,18.921,156.006
-0.505,-2.101,0.219,25.574,13.306,121.094
-0.568,-2.091,0.226,10.498,8.545,81.909
-0.616,-2.002,0.229,-4.700,2.808,45.471
-0.616,-1.886,0.211,-17.395,-2.747,17.456
-0.591,-1.783,0.183,-25.452,-7.751,-1.587
-0.583,-1.699,0.148,-28.687,-10.864,-14.282
-0.585,-1.631,0.121,-28.992,-12.939,-22.827
-0.578,-1.571,0.101,-26.611,-14.038,-28.625
-0.572,-1.518,0.079,-21.912,-13.733,-32.959
-0.572,-1.468,0.057,-16.418,-13.184,-36.926
-0.567,-1.404,0.038,-11.719,-12.878,-41.260
-0.563,-1.334,0.031,-6.836,-14.160,-45.959
-0.545,-1.252,0.021,-2.136,-15.869,-50.354
-0.528,-1.161,0.010,1.892,-16.907,-54.199
-0.511,-1.067,0.001,5.005,-16.541,-56.763
-0.494,-0.982,-0.010,7.141,-15.076,-57.678
-0.493,-0.903,-0.019,8.057,-13.123,-56.763
-0.488,-0.825,-0.031,7.996,-10.010,-53.894
-0.490,-0.766,-0.043,7.324,-6.226,-50.110
-0.496,-0.717,-0.044,6.104,-2.441,-45.349
-0.515,-0.677,-0.040,4.944,1.587,-39.795
-0.527,-0.652,-0.033,3.723,5.737,-34.302
-0.532,-0.642,-0.021,2.319,8.972,-28.503
-0.534,-0.651,0.003,1.221,10.925,-22.949
-0.542,-0.664,0.030,0.549,12.024,-17.944

-0.198,-1.734,0.810,-28.137,129.944,133.972
-0.307,-1.785,0.837,-34.180,129.944,116.882
-0.358,-1.896,0.846,-39.551,127.563,105.408
-0.366,-2.037,0.874,-42.297,121.948,95.764
-0.364,-2.177,0.896,-41.748,115.112,84.778
-0.385,-2.306,0.930,-36.133,107.544,70.129
-0.374,-2.395,0.980,-27.893,101.440,50.415
-0.367,-2.437,1.013,-18.982,94.910,25.330
-0.376,-2.410,1.049,-9.705,87.769,-2.258
-0.399,-2.356,1.055,-1.831,80.505,-28.931
-0.403,-2.320,1.014,3.357,71.289,-53.101
-0.410,-2.288,0.970,5.798,58.716,-74.402
-0.388,-2.221,0.936,6.287,46.509,-93.506
-0.367,-2.132,0.911,8.179,37.842,-111.511
-0.371,-2.018,0.888,11.780,31.372,-128.235
-0.385,-1.887,0.888,15.076,26.978,-143.616
-0.408,-1.754,0.885,18.738,24.963,-157.104
-0.426,-1.638,0.871,22.705,23.132,-168.152
-0.468,-1.526,0.875,27.954,19.104,-177.002
-0.500,-1.401,0.886,35.645,14.893,-182.312
-0.539,-1.264,0.900,46.936,10.986,-184.509
-0.584,-1.117,0.924,60.242,4.944,-184.082
-0.647,-0.974,0.960,71.411,-2.747,-181.274
-0.706,-0.846,0.987,77.209,-9.888,-178.406
-0.739,-0.723,1.020,77.820,-16.602,-176.697
-0.792,-0.598,1.081,73.853,-23.193,-176.331
-0.872,-0.474,1.142,69.702,-29.114,-176.880
-0.950,-0.340,1.192,72.144,-35.400,-174.438
-1.031,-0.235,1.211,83.862,-44.922,-165.833
-1.096,-0.156,1.206,103.638,-59.021,-148.926
-1.110,-0.106,1.172,127.380,-75.073,-126.160
-1.095,-0.083,1.110,148.926,-89.355,-102.905
-1.083,-0.087,1.021,163.147,-99.854,-84.534
-1.067,-0.104,0.933,168.701,-107.361,-71.838
-1.023,-0.120,0.828,166.382,-110.779,-61.035
-0.994,-0.157,0.730,158.081,-110.962,-53.528
-0.959,-0.182,0.632,145.142,-108.704,-51.270
-0.913,-0.182,0.542,127.869,-103.821,-55.359
-0.889,-0.161,0.472,106.995,-97.717,-64.636
-0.859,-0.105,0.385,83.191,-90.515,-75.500
-0.825,-0.051,0.325,58.838,-83.557,-85.327
-0.791,-0.011,0.297,35.339,-78.247,-92.773
-0.797,0.047,0.290,15.747,-73.486,-98.206
-0.806,0.102,0.274,3.662,-70.313,-98.816
-0.809,0.125,0.241,-0.122,-71.167,-92.712
-0.797,0.136,0.208,2.747,-75.256,-81.055
-0.755,0.135,0.165,10.376,-79.956,-66.589
-0.715,0.137,0.129,20.020,-83.679,-51.758
-0.672,0.134,0.091,28.076,-84.534,-39.124
-0.625,0.142,0.063,32.715,-82.397,-29.053
-0.573,0.161,0.035,33.020,-78.857,-22.827
-0.541,0.182,0.030,31.372,-76.477,-18.372
-0.553,0.204,0.036,27.222,-74.036,-14.465
-0.566,0.198,0.040,20.081,-71.228,-11.108
-0.567,0.170,0.030,9.705,-68.604,-7.446
-0.575,0.115,0.009,-2.747,-69.336,-2.930
-0.539,0.037,-0.027,-15.808,-71.777,1.953
-0.489,-0.053,-0.076,-27.588,-74.280,5.432
-0.447,-0.127,-0.126,-37.415,-76.050,6.897
-0.385,-0.189,-0.170,-44.983,-76.660,8.545
-0.321,-0.233,-0.208,-48.950,-74.768,9.521
-0.278,-0.266,-0.238,-50.232,-70.801,9.033
-0.244,-0.268,-0.273,-49.255,-65.186,8.484
-0.227,-0.243,-0.309,-47.668,-59.937,7.324
-0.213,-0.208,-0.343,-47.241,-53.650,5.798
-0.202,-0.150,-0.372,-50.110,-44.922,4.456
-0.220,-0.091,-0.381,-56.030,-36.499,4.456
-0.233,-0.041,-0.380,-61.768,-28.931,8.911
-0.264,-0.021,-0.364,-65.857,-22.522,19.287
-0.282,-0.043,-0.336,-66.711,-16.235,35.522
-0.261,-0.102,-0.305,-64.880,-9.521,56.152
-0.259,-0.215,-0.279,-61.523,-4.211,77.332
-0.250,-0.351,-0.247,-57.922,0.061,95.337
-0.218,-0.492,-0.233,-53.650,2.441,109.192
-0.178,-0.615,-0.225,-48.645,4.211,119.019
-0.177,-0.707,-0.243,-43.823,7.202,124.084
-0.196,-0.773,-0.243,-40.588,11.292,125.671
-0.215,-0.831,-0.227,-37.781,18.433,128.235
-0.249,-0.905,-0.182,-34.485,28.381,133.606
-0.276,-1.012,-0.103,-32.349,40.344,140.564
-0.301,-1.135,-0.016,-31.372,51.270,146.301
-0.338,-1.229,0.071,-31.921,57.617,145.813
-0.369,-1.331,0.162,-35.950,58.899,137.451
-0.434,-1.412,0.250,-43.945,52.979,124.451
-0.452,-1.465,0.285,-53.040,46.143,109.924
-0.447,-1.510,0.303,-61.462,38.391,93.506
-0.438,-1.570,0.327,-66.162,30.396,79.285
-0.459,-1.652,0.352,-63.416,23.376,69.031
-0.486,-1.723,0.379,-54.810,19.104,62.073
-0.508,-1.775,0.399,-43.701,16.174,56.091
-0.535,-1.809,0.423,-31.372,11.353,48.523
-0.553,-1.802,0.419,-19.897,4.089,37.231
-0.563,-1.734,0.389,-11.475,-4.822,21.790
-0.571,-1.616,0.358,-6.958,-14.648,5.188
-0.555,-1.486,0.303,-2.991,-22.949,-7.812
-0.555,-1.381,0.231,1.343,-29.358,-16.357
-0.539,-1.281,0.150,4.639,-32.898,-20.142
-0.516,-1.196,0.087,8.545,-34.119,-20.142
-0.501,-1.125,0.015,14.587,-34.180,-17.212
-0.495,-1.088,-0.058,21.729,-32.593,-12.756
-0.491,-1.050,-0.089,26.733,-30.029,-7.812
-0.495,-1.024,-0.103,31.372,-25.146,-3.906
-0.497,-1.003,-0.103,36.011,-18.311,-0.244
-0.499,-0.994,-0.089,40.222,-10.986,3.357
-0.511,-0.979,-0.064,42.053,-3.967,5.432
-0.521,-0.960,-0.035,40.955,3.052,5.676
-0.538,-0.952,-0.017,36.926,8.606,4.578
-0.538,-0.935,0.004,30.396,12.817,2.014
-0.548,-0.914,0.032,22.217,15.381,-1.770
-0.554,-0.896,0.068,13.245,17.517,-5.493
-0.568,-0.878,0.102,5.371,19.226,-8.850
-0.583,-0.863,0.127,-0.366,19.470,-11.169
-0.584,-0.853,0.146,-4.272,17.761,-13.000
-0.583,-0.844,0.155,-6.165,14.465,-14.038
-0.582,-0.845,0.155,-6.287,10.498,-14.221
-0.572,-0.840,0.144,-4.822,6.348,-13.855
-0.566,-0.836,0.133,-1.953,2.075,-12.756
-0.549,-0.836,0.121,1.770,-1.648,-11.353
-0.548,-0.830,0.103,5.859,-4.639,-10.254

0.151,-1.974,0.790,-51.208,179.626,234.497
-0.016,-2.026,0.907,-65.674,180.176,198.181
-0.083,-2.076,0.991,-76.660,177.307,162.231
-0.218,-2.064,1.089,-83.313,168.030,127.319
-0.291,-2.065,1.125,-88.196,159.424,99.854
-0.369,-2.128,1.154,-84.473,147.949,82.397
-0.447,-2.266,1.165,-72.144,135.193,74.341
-0.525,-2.452,1.156,-57.800,125.305,67.810
-0.588,-2.615,1.148,-44.006,117.554,55.908
-0.627,-2.688,1.154,-32.410,108.521,36.438
-0.657,-2.649,1.172,-25.208,98.816,10.193
-0.701,-2.576,1.190,-21.179,88.379,-18.677
-0.727,-2.498,1.162,-19.043,74.951,-48.645
-0.721,-2.433,1.137,-16.846,58.228,-77.271
-0.693,-2.324,1.085,-10.864,41.260,-100.830
-0.655,-2.197,1.042,1.404,22.400,-118.164
-0.633,-2.055,0.993,17.944,5.615,-130.615
-0.630,-1.902,0.935,34.973,-6.470,-140.747
-0.742,-1.695,0.900,51.941,-14.343,-148.621
-0.595,-1.537,0.836,70.923,-17.395,-149.414
-0.745,-1.426,0.875,84.900,-24.658,-160.706
-0.669,-1.260,0.883,94.543,-15.442,-164.001
-0.686,-1.073,0.904,99.731,-13.916,-164.185
-0.717,-0.879,0.943,99.976,-22.766,-162.354
-0.728,-0.710,0.960,94.482,-35.645,-159.485
-0.758,-0.577,0.963,83.069,-46.753,-158.386
-0.801,-0.466,0.955,69.458,-51.758,-160.156
-0.834,-0.363,0.938,59.631,-51.575,-161.194
-0.876,-0.274,0.939,57.495,-52.490,-156.555
-0.932,-0.209,0.963,63.232,-56.824,-144.775
-1.000,-0.182,0.988,74.768,-64.026,-128.418
-1.040,-0.185,0.993,87.769,-72.266,-109.680
-1.037,-0.186,0.972,98.755,-81.726,-93.079
-1.017,-0.162,0.914,105.713,-93.140,-82.764
-0.992,-0.138,0.854,109.985,-106.262,-77.148
-0.955,-0.101,0.772,111.572,-117.615,-72.876
-0.933,-0.059,0.683,108.521,-125.183,-69.031
-0.913,-0.018,0.584,100.952,-129.822,-64.636
-0.892,-0.004,0.489,91.919,-133.545,-59.570
-0.857,-0.009,0.401,82.581,-137.329,-55.054
-0.824,-0.002,0.326,72.144,-138.550,-51.941
-0.793,0.013,0.241,60.486,-137.817,-50.354
-0.758,0.020,0.147,49.561,-137.268,-50.171
-0.732,0.018,0.078,40.588,-136.780,-51.025
-0.716,0.033,0.019,33.142,-133.545,-52.124
-0.719,0.045,-0.035,27.039,-127.258,-51.880
-0.731,0.057,-0.092,22.034,-120.789,-47.913
-0.709,0.053,-0.138,18.494,-113.464,-41.565
-0.670,0.059,-0.164,16.541,-105.835,-34.302
-0.646,0.059,-0.170,16.479,-98.450,-26.428
-0.625,0.069,-0.167,17.700,-89.905,-18.005
-0.585,0.060,-0.161,18.005,-80.322,-11.353
-0.553,0.046,-0.151,15.991,-71.472,-6.470
-0.532,0.040,-0.150,11.780,-62.805,-3.296
-0.512,0.021,-0.133,5.798,-55.542,-1.404
-0.490,-0.010,-0.097,-1.587,-51.697,0.061
-0.471,-0.050,-0.079,-10.498,-49.927,-0.061
-0.436,-0.083,-0.069,-19.409,-49.805,-2.136
-0.404,-0.101,-0.065,-26.428,-50.781,-3.601
-0.383,-0.109,-0.069,-29.846,-50.842,-3.418
-0.368,-0.107,-0.081,-30.762,-50.171,-1.465
-0.349,-0.091,-0.117,-30.457,-49.316,3.052
-0.341,-0.069,-0.154,-30.762,-48.462,7.874
-0.335,-0.049,-0.194,-33.203,-46.997,12.024
-0.304,-0.027,-0.243,-37.537,-44.678,16.724
-0.273,-0.010,-0.282,-42.114,-42.603,23.682
-0.268,-0.011,-0.325,-47.119,-38.391,33.020
-0.253,-0.042,-0.333,-53.772,-30.884,44.312
-0.242,-0.094,-0.326,-60.181,-20.447,57.129
-0.236,-0.153,-0.307,-66.772,-8.240,71.167
-0.233,-0.240,-0.286,-72.571,4.211,84.595
-0.243,-0.327,-0.263,-76.538,15.381,96.680
-0.245,-0.441,-0.221,-78.125,23.621,108.521
-0.274,-0.589,-0.175,-76.172,28.931,118.225
-0.297,-0.738,-0.151,-70.923,31.494,125.732
-0.318,-0.881,-0.123,-63.293,30.823,130.981
-0.339,-1.021,-0.086,-54.443,28.748,134.766
-0.352,-1.180,-0.049,-44.434,28.625,137.756
-0.368,-1.348,-0.008,-32.593,28.870,138.977
-0.392,-1.537,0.047,-20.691,28.259,137.085
-0.421,-1.701,0.085,-8.728,26.428,129.456
-0.463,-1.812,0.121,1.526,22.400,113.892
-0.516,-1.799,0.137,6.470,15.747,94.727
-0.575,-1.742,0.124,5.737,6.470,74.585
-0.590,-1.708,0.103,2.258,-4.028,55.481
-0.570,-1.702,0.071,-1.465,-12.634,40.039
-0.535,-1.680,0.046,-3.418,-18.005,28.564
-0.512,-1.654,0.019,-2.258,-20.386,19.775
-0.505,-1.604,-0.011,0.732,-20.447,12.451
-0.505,-1.538,-0.036,3.418,-18.799,5.249
-0.503,-1.459,-0.058,4.700,-16.113,-1.648
-0.500,-1.366,-0.081,5.066,-13.123,-7.874
-0.503,-1.269,-0.096,4.517,-9.888,-14.343
-0.495,-1.191,-0.134,2.991,-6.348,-20.020
-0.502,-1.118,-0.140,-0.427,-3.967,-24.353
-0.498,-1.057,-0.137,-3.845,-0.488,-27.100
-0.497,-1.006,-0.130,-6.409,4.761,-28.625
-0.512,-0.960,-0.105,-8.545,9.094,-29.175
-0.521,-0.909,-0.092,-9.949,12.695,-28.320
-0.531,-0.871,-0.085,-10.376,15.747,-26.733
-0.537,-0.833,-0.071,-10.071,18.005,-24.231
-0.551,-0.794,-0.060,-8.972,20.020,-20.874
-0.563,-0.773,-0.043,-7.507,20.935,-16.724
-0.565,-0.766,-0.022,-5.432,21.362,-11.536
-0.567,-0.769,0.005,-2.380,21.973,-6.226
-0.574,-0.783,0.033,0.549,22.217,-1.770
-0.572,-0.799,0.055,3.479,21.667,1.709
-0.574,-0.808,0.068,5.432,20.142,3.845
-0.577,-0.812,0.077,6.958,17.517,4.395
-0.580,-0.809,0.083,8.179,14.404,4.333
-0.578,-0.796,0.081,8.911,11.169,3.113
-0.588,-0.774,0.075,9.033,8.728,1.892
-0.604,-0.761,0.069,8.545,6.348,1.526
-0.607,-0.768,0.062,7.751,3.906,1.892
-0.601,-0.790,0.052,6.897,2.747,3.052
-0.599,-0.817,0.047,6.409,2.258,3.845
-0.609,-0.836,0.047,5.859,1.892,3.540
-0.619,-0.845,0.047,5.310,1.465,2.441
-0.623,-0.848,0.045,4.395,0.732,0.793
